 E (mV), i (mA), E (mV)-20, i (mA)-20, E (mV)-40, i (mA)-40, E (mV)-60, i (mA)-60, E (mV)-80, i (mA)-80, E (mV)-100, i (mA)-100, E (mV)-150, i (mA)-150, E (mV)-200, i (mA)-200, E (mV)-250, i (mA)-250, E (mV)-300, i (mA)-300, E (mV)-350, i (mA)-350, E (mV)-400, i (mA)-400, E (mV)-450, i (mA)-450, E (mV)-500, i (mA)-500, E (mV)-600, i (mA)-600, E (mV)-700, i (mA)-700, E (mV)-800, i (mA)-800, E (mV)-900, i (mA)-900, E (mV)-1000, i (mA)-1000
453.22,-8.73E-02,453220,-8.73E+04,453220000,-8.73E+10,4.5322E+11,-8.73E+16,4.5322E+14,-8.73E+22,4.5322E+17,-8.73E+28,4.5322E+20,-8.73E+34,4.5322E+23,-8.73E+40,4.5322E+26,-8.73E+46,4.5322E+29,-8.73E+52,4.5322E+32,-8.73E+58,4.5322E+35,-8.73E+64,4.5322E+38,-8.73E+70,4.5322E+41,-8.73E+76,4.5322E+44,-8.73E+82,4.5322E+47,-8.73E+88,4.5322E+50,-8.73E+94,4.5322E+53,-8.73E+100,4.5322E+56,-8.73E+106
443.3,-8.63E-02,443300,-8.63E+04,443300000,-8.63E+10,4.433E+11,-8.63E+16,4.433E+14,-8.63E+22,4.433E+17,-8.63E+28,4.433E+20,-8.63E+34,4.433E+23,-8.63E+40,4.433E+26,-8.63E+46,4.433E+29,-8.63E+52,4.433E+32,-8.63E+58,4.433E+35,-8.63E+64,4.433E+38,-8.63E+70,4.433E+41,-8.63E+76,4.433E+44,-8.63E+82,4.433E+47,-8.63E+88,4.433E+50,-8.63E+94,4.433E+53,-8.63E+100,4.433E+56,-8.63E+106
433.35,-8.50E-02,433350,-8.50E+04,433350000,-8.50E+10,4.3335E+11,-8.50E+16,4.3335E+14,-8.50E+22,4.3335E+17,-8.50E+28,4.3335E+20,-8.50E+34,4.3335E+23,-8.50E+40,4.3335E+26,-8.50E+46,4.3335E+29,-8.50E+52,4.3335E+32,-8.50E+58,4.3335E+35,-8.50E+64,4.3335E+38,-8.50E+70,4.3335E+41,-8.50E+76,4.3335E+44,-8.50E+82,4.3335E+47,-8.50E+88,4.3335E+50,-8.50E+94,4.3335E+53,-8.50E+100,4.3335E+56,-8.50E+106
423.43,-8.41E-02,423430,-8.41E+04,423430000,-8.41E+10,4.2343E+11,-8.41E+16,4.2343E+14,-8.41E+22,4.2343E+17,-8.41E+28,4.2343E+20,-8.41E+34,4.2343E+23,-8.41E+40,4.2343E+26,-8.41E+46,4.2343E+29,-8.41E+52,4.2343E+32,-8.41E+58,4.2343E+35,-8.41E+64,4.2343E+38,-8.41E+70,4.2343E+41,-8.41E+76,4.2343E+44,-8.41E+82,4.2343E+47,-8.41E+88,4.2343E+50,-8.41E+94,4.2343E+53,-8.41E+100,4.2343E+56,-8.41E+106
413.51,-8.30E-02,413510,-8.30E+04,413510000,-8.30E+10,4.1351E+11,-8.30E+16,4.1351E+14,-8.30E+22,4.1351E+17,-8.30E+28,4.1351E+20,-8.30E+34,4.1351E+23,-8.30E+40,4.1351E+26,-8.30E+46,4.1351E+29,-8.30E+52,4.1351E+32,-8.30E+58,4.1351E+35,-8.30E+64,4.1351E+38,-8.30E+70,4.1351E+41,-8.30E+76,4.1351E+44,-8.30E+82,4.1351E+47,-8.30E+88,4.1351E+50,-8.30E+94,4.1351E+53,-8.30E+100,4.1351E+56,-8.30E+106
403.56,-8.19E-02,403560,-8.19E+04,403560000,-8.19E+10,4.0356E+11,-8.19E+16,4.0356E+14,-8.19E+22,4.0356E+17,-8.19E+28,4.0356E+20,-8.19E+34,4.0356E+23,-8.19E+40,4.0356E+26,-8.19E+46,4.0356E+29,-8.19E+52,4.0356E+32,-8.19E+58,4.0356E+35,-8.19E+64,4.0356E+38,-8.19E+70,4.0356E+41,-8.19E+76,4.0356E+44,-8.19E+82,4.0356E+47,-8.19E+88,4.0356E+50,-8.19E+94,4.0356E+53,-8.19E+100,4.0356E+56,-8.19E+106
393.65,-8.10E-02,393650,-8.10E+04,393650000,-8.10E+10,3.9365E+11,-8.10E+16,3.9365E+14,-8.10E+22,3.9365E+17,-8.10E+28,3.9365E+20,-8.10E+34,3.9365E+23,-8.10E+40,3.9365E+26,-8.10E+46,3.9365E+29,-8.10E+52,3.9365E+32,-8.10E+58,3.9365E+35,-8.10E+64,3.9365E+38,-8.10E+70,3.9365E+41,-8.10E+76,3.9365E+44,-8.10E+82,3.9365E+47,-8.10E+88,3.9365E+50,-8.10E+94,3.9365E+53,-8.10E+100,3.9365E+56,-8.10E+106
383.73,-8.01E-02,383730,-8.01E+04,383730000,-8.01E+10,3.8373E+11,-8.01E+16,3.8373E+14,-8.01E+22,3.8373E+17,-8.01E+28,3.8373E+20,-8.01E+34,3.8373E+23,-8.01E+40,3.8373E+26,-8.01E+46,3.8373E+29,-8.01E+52,3.8373E+32,-8.01E+58,3.8373E+35,-8.01E+64,3.8373E+38,-8.01E+70,3.8373E+41,-8.01E+76,3.8373E+44,-8.01E+82,3.8373E+47,-8.01E+88,3.8373E+50,-8.01E+94,3.8373E+53,-8.01E+100,3.8373E+56,-8.01E+106
373.78,-7.90E-02,373780,-7.90E+04,373780000,-7.90E+10,3.7378E+11,-7.90E+16,3.7378E+14,-7.90E+22,3.7378E+17,-7.90E+28,3.7378E+20,-7.90E+34,3.7378E+23,-7.90E+40,3.7378E+26,-7.90E+46,3.7378E+29,-7.90E+52,3.7378E+32,-7.90E+58,3.7378E+35,-7.90E+64,3.7378E+38,-7.90E+70,3.7378E+41,-7.90E+76,3.7378E+44,-7.90E+82,3.7378E+47,-7.90E+88,3.7378E+50,-7.90E+94,3.7378E+53,-7.90E+100,3.7378E+56,-7.90E+106
363.86,-7.83E-02,363860,-7.83E+04,363860000,-7.83E+10,3.6386E+11,-7.83E+16,3.6386E+14,-7.83E+22,3.6386E+17,-7.83E+28,3.6386E+20,-7.83E+34,3.6386E+23,-7.83E+40,3.6386E+26,-7.83E+46,3.6386E+29,-7.83E+52,3.6386E+32,-7.83E+58,3.6386E+35,-7.83E+64,3.6386E+38,-7.83E+70,3.6386E+41,-7.83E+76,3.6386E+44,-7.83E+82,3.6386E+47,-7.83E+88,3.6386E+50,-7.83E+94,3.6386E+53,-7.83E+100,3.6386E+56,-7.83E+106
353.91,-7.76E-02,353910,-7.76E+04,353910000,-7.76E+10,3.5391E+11,-7.76E+16,3.5391E+14,-7.76E+22,3.5391E+17,-7.76E+28,3.5391E+20,-7.76E+34,3.5391E+23,-7.76E+40,3.5391E+26,-7.76E+46,3.5391E+29,-7.76E+52,3.5391E+32,-7.76E+58,3.5391E+35,-7.76E+64,3.5391E+38,-7.76E+70,3.5391E+41,-7.76E+76,3.5391E+44,-7.76E+82,3.5391E+47,-7.76E+88,3.5391E+50,-7.76E+94,3.5391E+53,-7.76E+100,3.5391E+56,-7.76E+106
343.99,-7.66E-02,343990,-7.66E+04,343990000,-7.66E+10,3.4399E+11,-7.66E+16,3.4399E+14,-7.66E+22,3.4399E+17,-7.66E+28,3.4399E+20,-7.66E+34,3.4399E+23,-7.66E+40,3.4399E+26,-7.66E+46,3.4399E+29,-7.66E+52,3.4399E+32,-7.66E+58,3.4399E+35,-7.66E+64,3.4399E+38,-7.66E+70,3.4399E+41,-7.66E+76,3.4399E+44,-7.66E+82,3.4399E+47,-7.66E+88,3.4399E+50,-7.66E+94,3.4399E+53,-7.66E+100,3.4399E+56,-7.66E+106
334.08,-7.56E-02,334080,-7.56E+04,334080000,-7.56E+10,3.3408E+11,-7.56E+16,3.3408E+14,-7.56E+22,3.3408E+17,-7.56E+28,3.3408E+20,-7.56E+34,3.3408E+23,-7.56E+40,3.3408E+26,-7.56E+46,3.3408E+29,-7.56E+52,3.3408E+32,-7.56E+58,3.3408E+35,-7.56E+64,3.3408E+38,-7.56E+70,3.3408E+41,-7.56E+76,3.3408E+44,-7.56E+82,3.3408E+47,-7.56E+88,3.3408E+50,-7.56E+94,3.3408E+53,-7.56E+100,3.3408E+56,-7.56E+106
324.13,-7.47E-02,324130,-7.47E+04,324130000,-7.47E+10,3.2413E+11,-7.47E+16,3.2413E+14,-7.47E+22,3.2413E+17,-7.47E+28,3.2413E+20,-7.47E+34,3.2413E+23,-7.47E+40,3.2413E+26,-7.47E+46,3.2413E+29,-7.47E+52,3.2413E+32,-7.47E+58,3.2413E+35,-7.47E+64,3.2413E+38,-7.47E+70,3.2413E+41,-7.47E+76,3.2413E+44,-7.47E+82,3.2413E+47,-7.47E+88,3.2413E+50,-7.47E+94,3.2413E+53,-7.47E+100,3.2413E+56,-7.47E+106
314.21,-7.40E-02,314210,-7.40E+04,314210000,-7.40E+10,3.1421E+11,-7.40E+16,3.1421E+14,-7.40E+22,3.1421E+17,-7.40E+28,3.1421E+20,-7.40E+34,3.1421E+23,-7.40E+40,3.1421E+26,-7.40E+46,3.1421E+29,-7.40E+52,3.1421E+32,-7.40E+58,3.1421E+35,-7.40E+64,3.1421E+38,-7.40E+70,3.1421E+41,-7.40E+76,3.1421E+44,-7.40E+82,3.1421E+47,-7.40E+88,3.1421E+50,-7.40E+94,3.1421E+53,-7.40E+100,3.1421E+56,-7.40E+106
304.26,-7.34E-02,304260,-7.34E+04,304260000,-7.34E+10,3.0426E+11,-7.34E+16,3.0426E+14,-7.34E+22,3.0426E+17,-7.34E+28,3.0426E+20,-7.34E+34,3.0426E+23,-7.34E+40,3.0426E+26,-7.34E+46,3.0426E+29,-7.34E+52,3.0426E+32,-7.34E+58,3.0426E+35,-7.34E+64,3.0426E+38,-7.34E+70,3.0426E+41,-7.34E+76,3.0426E+44,-7.34E+82,3.0426E+47,-7.34E+88,3.0426E+50,-7.34E+94,3.0426E+53,-7.34E+100,3.0426E+56,-7.34E+106
294.34,-7.29E-02,294340,-7.29E+04,294340000,-7.29E+10,2.9434E+11,-7.29E+16,2.9434E+14,-7.29E+22,2.9434E+17,-7.29E+28,2.9434E+20,-7.29E+34,2.9434E+23,-7.29E+40,2.9434E+26,-7.29E+46,2.9434E+29,-7.29E+52,2.9434E+32,-7.29E+58,2.9434E+35,-7.29E+64,2.9434E+38,-7.29E+70,2.9434E+41,-7.29E+76,2.9434E+44,-7.29E+82,2.9434E+47,-7.29E+88,2.9434E+50,-7.29E+94,2.9434E+53,-7.29E+100,2.9434E+56,-7.29E+106
284.39,-7.26E-02,284390,-7.26E+04,284390000,-7.26E+10,2.8439E+11,-7.26E+16,2.8439E+14,-7.26E+22,2.8439E+17,-7.26E+28,2.8439E+20,-7.26E+34,2.8439E+23,-7.26E+40,2.8439E+26,-7.26E+46,2.8439E+29,-7.26E+52,2.8439E+32,-7.26E+58,2.8439E+35,-7.26E+64,2.8439E+38,-7.26E+70,2.8439E+41,-7.26E+76,2.8439E+44,-7.26E+82,2.8439E+47,-7.26E+88,2.8439E+50,-7.26E+94,2.8439E+53,-7.26E+100,2.8439E+56,-7.26E+106
274.48,-7.22E-02,274480,-7.22E+04,274480000,-7.22E+10,2.7448E+11,-7.22E+16,2.7448E+14,-7.22E+22,2.7448E+17,-7.22E+28,2.7448E+20,-7.22E+34,2.7448E+23,-7.22E+40,2.7448E+26,-7.22E+46,2.7448E+29,-7.22E+52,2.7448E+32,-7.22E+58,2.7448E+35,-7.22E+64,2.7448E+38,-7.22E+70,2.7448E+41,-7.22E+76,2.7448E+44,-7.22E+82,2.7448E+47,-7.22E+88,2.7448E+50,-7.22E+94,2.7448E+53,-7.22E+100,2.7448E+56,-7.22E+106
264.56,-7.20E-02,264560,-7.20E+04,264560000,-7.20E+10,2.6456E+11,-7.20E+16,2.6456E+14,-7.20E+22,2.6456E+17,-7.20E+28,2.6456E+20,-7.20E+34,2.6456E+23,-7.20E+40,2.6456E+26,-7.20E+46,2.6456E+29,-7.20E+52,2.6456E+32,-7.20E+58,2.6456E+35,-7.20E+64,2.6456E+38,-7.20E+70,2.6456E+41,-7.20E+76,2.6456E+44,-7.20E+82,2.6456E+47,-7.20E+88,2.6456E+50,-7.20E+94,2.6456E+53,-7.20E+100,2.6456E+56,-7.20E+106
254.61,-7.22E-02,254610,-7.22E+04,254610000,-7.22E+10,2.5461E+11,-7.22E+16,2.5461E+14,-7.22E+22,2.5461E+17,-7.22E+28,2.5461E+20,-7.22E+34,2.5461E+23,-7.22E+40,2.5461E+26,-7.22E+46,2.5461E+29,-7.22E+52,2.5461E+32,-7.22E+58,2.5461E+35,-7.22E+64,2.5461E+38,-7.22E+70,2.5461E+41,-7.22E+76,2.5461E+44,-7.22E+82,2.5461E+47,-7.22E+88,2.5461E+50,-7.22E+94,2.5461E+53,-7.22E+100,2.5461E+56,-7.22E+106
244.66,-7.23E-02,244660,-7.23E+04,244660000,-7.23E+10,2.4466E+11,-7.23E+16,2.4466E+14,-7.23E+22,2.4466E+17,-7.23E+28,2.4466E+20,-7.23E+34,2.4466E+23,-7.23E+40,2.4466E+26,-7.23E+46,2.4466E+29,-7.23E+52,2.4466E+32,-7.23E+58,2.4466E+35,-7.23E+64,2.4466E+38,-7.23E+70,2.4466E+41,-7.23E+76,2.4466E+44,-7.23E+82,2.4466E+47,-7.23E+88,2.4466E+50,-7.23E+94,2.4466E+53,-7.23E+100,2.4466E+56,-7.23E+106
234.74,-7.31E-02,234740,-7.31E+04,234740000,-7.31E+10,2.3474E+11,-7.31E+16,2.3474E+14,-7.31E+22,2.3474E+17,-7.31E+28,2.3474E+20,-7.31E+34,2.3474E+23,-7.31E+40,2.3474E+26,-7.31E+46,2.3474E+29,-7.31E+52,2.3474E+32,-7.31E+58,2.3474E+35,-7.31E+64,2.3474E+38,-7.31E+70,2.3474E+41,-7.31E+76,2.3474E+44,-7.31E+82,2.3474E+47,-7.31E+88,2.3474E+50,-7.31E+94,2.3474E+53,-7.31E+100,2.3474E+56,-7.31E+106
224.79,-7.38E-02,224790,-7.38E+04,224790000,-7.38E+10,2.2479E+11,-7.38E+16,2.2479E+14,-7.38E+22,2.2479E+17,-7.38E+28,2.2479E+20,-7.38E+34,2.2479E+23,-7.38E+40,2.2479E+26,-7.38E+46,2.2479E+29,-7.38E+52,2.2479E+32,-7.38E+58,2.2479E+35,-7.38E+64,2.2479E+38,-7.38E+70,2.2479E+41,-7.38E+76,2.2479E+44,-7.38E+82,2.2479E+47,-7.38E+88,2.2479E+50,-7.38E+94,2.2479E+53,-7.38E+100,2.2479E+56,-7.38E+106
214.87,-7.48E-02,214870,-7.48E+04,214870000,-7.48E+10,2.1487E+11,-7.48E+16,2.1487E+14,-7.48E+22,2.1487E+17,-7.48E+28,2.1487E+20,-7.48E+34,2.1487E+23,-7.48E+40,2.1487E+26,-7.48E+46,2.1487E+29,-7.48E+52,2.1487E+32,-7.48E+58,2.1487E+35,-7.48E+64,2.1487E+38,-7.48E+70,2.1487E+41,-7.48E+76,2.1487E+44,-7.48E+82,2.1487E+47,-7.48E+88,2.1487E+50,-7.48E+94,2.1487E+53,-7.48E+100,2.1487E+56,-7.48E+106
204.93,-7.59E-02,204930,-7.59E+04,204930000,-7.59E+10,2.0493E+11,-7.59E+16,2.0493E+14,-7.59E+22,2.0493E+17,-7.59E+28,2.0493E+20,-7.59E+34,2.0493E+23,-7.59E+40,2.0493E+26,-7.59E+46,2.0493E+29,-7.59E+52,2.0493E+32,-7.59E+58,2.0493E+35,-7.59E+64,2.0493E+38,-7.59E+70,2.0493E+41,-7.59E+76,2.0493E+44,-7.59E+82,2.0493E+47,-7.59E+88,2.0493E+50,-7.59E+94,2.0493E+53,-7.59E+100,2.0493E+56,-7.59E+106
195.01,-7.69E-02,195010,-7.69E+04,195010000,-7.69E+10,1.9501E+11,-7.69E+16,1.9501E+14,-7.69E+22,1.9501E+17,-7.69E+28,1.9501E+20,-7.69E+34,1.9501E+23,-7.69E+40,1.9501E+26,-7.69E+46,1.9501E+29,-7.69E+52,1.9501E+32,-7.69E+58,1.9501E+35,-7.69E+64,1.9501E+38,-7.69E+70,1.9501E+41,-7.69E+76,1.9501E+44,-7.69E+82,1.9501E+47,-7.69E+88,1.9501E+50,-7.69E+94,1.9501E+53,-7.69E+100,1.9501E+56,-7.69E+106
185.09,-7.77E-02,185090,-7.77E+04,185090000,-7.77E+10,1.8509E+11,-7.77E+16,1.8509E+14,-7.77E+22,1.8509E+17,-7.77E+28,1.8509E+20,-7.77E+34,1.8509E+23,-7.77E+40,1.8509E+26,-7.77E+46,1.8509E+29,-7.77E+52,1.8509E+32,-7.77E+58,1.8509E+35,-7.77E+64,1.8509E+38,-7.77E+70,1.8509E+41,-7.77E+76,1.8509E+44,-7.77E+82,1.8509E+47,-7.77E+88,1.8509E+50,-7.77E+94,1.8509E+53,-7.77E+100,1.8509E+56,-7.77E+106
175.14,-7.85E-02,175140,-7.85E+04,175140000,-7.85E+10,1.7514E+11,-7.85E+16,1.7514E+14,-7.85E+22,1.7514E+17,-7.85E+28,1.7514E+20,-7.85E+34,1.7514E+23,-7.85E+40,1.7514E+26,-7.85E+46,1.7514E+29,-7.85E+52,1.7514E+32,-7.85E+58,1.7514E+35,-7.85E+64,1.7514E+38,-7.85E+70,1.7514E+41,-7.85E+76,1.7514E+44,-7.85E+82,1.7514E+47,-7.85E+88,1.7514E+50,-7.85E+94,1.7514E+53,-7.85E+100,1.7514E+56,-7.85E+106
165.22,-7.91E-02,165220,-7.91E+04,165220000,-7.91E+10,1.6522E+11,-7.91E+16,1.6522E+14,-7.91E+22,1.6522E+17,-7.91E+28,1.6522E+20,-7.91E+34,1.6522E+23,-7.91E+40,1.6522E+26,-7.91E+46,1.6522E+29,-7.91E+52,1.6522E+32,-7.91E+58,1.6522E+35,-7.91E+64,1.6522E+38,-7.91E+70,1.6522E+41,-7.91E+76,1.6522E+44,-7.91E+82,1.6522E+47,-7.91E+88,1.6522E+50,-7.91E+94,1.6522E+53,-7.91E+100,1.6522E+56,-7.91E+106
155.27,-7.95E-02,155270,-7.95E+04,155270000,-7.95E+10,1.5527E+11,-7.95E+16,1.5527E+14,-7.95E+22,1.5527E+17,-7.95E+28,1.5527E+20,-7.95E+34,1.5527E+23,-7.95E+40,1.5527E+26,-7.95E+46,1.5527E+29,-7.95E+52,1.5527E+32,-7.95E+58,1.5527E+35,-7.95E+64,1.5527E+38,-7.95E+70,1.5527E+41,-7.95E+76,1.5527E+44,-7.95E+82,1.5527E+47,-7.95E+88,1.5527E+50,-7.95E+94,1.5527E+53,-7.95E+100,1.5527E+56,-7.95E+106
145.36,-7.99E-02,145360,-7.99E+04,145360000,-7.99E+10,1.4536E+11,-7.99E+16,1.4536E+14,-7.99E+22,1.4536E+17,-7.99E+28,1.4536E+20,-7.99E+34,1.4536E+23,-7.99E+40,1.4536E+26,-7.99E+46,1.4536E+29,-7.99E+52,1.4536E+32,-7.99E+58,1.4536E+35,-7.99E+64,1.4536E+38,-7.99E+70,1.4536E+41,-7.99E+76,1.4536E+44,-7.99E+82,1.4536E+47,-7.99E+88,1.4536E+50,-7.99E+94,1.4536E+53,-7.99E+100,1.4536E+56,-7.99E+106
135.41,-8.05E-02,135410,-8.05E+04,135410000,-8.05E+10,1.3541E+11,-8.05E+16,1.3541E+14,-8.05E+22,1.3541E+17,-8.05E+28,1.3541E+20,-8.05E+34,1.3541E+23,-8.05E+40,1.3541E+26,-8.05E+46,1.3541E+29,-8.05E+52,1.3541E+32,-8.05E+58,1.3541E+35,-8.05E+64,1.3541E+38,-8.05E+70,1.3541E+41,-8.05E+76,1.3541E+44,-8.05E+82,1.3541E+47,-8.05E+88,1.3541E+50,-8.05E+94,1.3541E+53,-8.05E+100,1.3541E+56,-8.05E+106
125.49,-8.11E-02,125490,-8.11E+04,125490000,-8.11E+10,1.2549E+11,-8.11E+16,1.2549E+14,-8.11E+22,1.2549E+17,-8.11E+28,1.2549E+20,-8.11E+34,1.2549E+23,-8.11E+40,1.2549E+26,-8.11E+46,1.2549E+29,-8.11E+52,1.2549E+32,-8.11E+58,1.2549E+35,-8.11E+64,1.2549E+38,-8.11E+70,1.2549E+41,-8.11E+76,1.2549E+44,-8.11E+82,1.2549E+47,-8.11E+88,1.2549E+50,-8.11E+94,1.2549E+53,-8.11E+100,1.2549E+56,-8.11E+106
115.57,-8.14E-02,115570,-8.14E+04,115570000,-8.14E+10,1.1557E+11,-8.14E+16,1.1557E+14,-8.14E+22,1.1557E+17,-8.14E+28,1.1557E+20,-8.14E+34,1.1557E+23,-8.14E+40,1.1557E+26,-8.14E+46,1.1557E+29,-8.14E+52,1.1557E+32,-8.14E+58,1.1557E+35,-8.14E+64,1.1557E+38,-8.14E+70,1.1557E+41,-8.14E+76,1.1557E+44,-8.14E+82,1.1557E+47,-8.14E+88,1.1557E+50,-8.14E+94,1.1557E+53,-8.14E+100,1.1557E+56,-8.14E+106
105.62,-8.18E-02,105620,-8.18E+04,105620000,-8.18E+10,1.0562E+11,-8.18E+16,1.0562E+14,-8.18E+22,1.0562E+17,-8.18E+28,1.0562E+20,-8.18E+34,1.0562E+23,-8.18E+40,1.0562E+26,-8.18E+46,1.0562E+29,-8.18E+52,1.0562E+32,-8.18E+58,1.0562E+35,-8.18E+64,1.0562E+38,-8.18E+70,1.0562E+41,-8.18E+76,1.0562E+44,-8.18E+82,1.0562E+47,-8.18E+88,1.0562E+50,-8.18E+94,1.0562E+53,-8.18E+100,1.0562E+56,-8.18E+106
95.7,-8.25E-02,95700,-8.25E+04,95700000,-8.25E+10,95700000000,-8.25E+16,9.57E+13,-8.25E+22,9.57E+16,-8.25E+28,9.57E+19,-8.25E+34,9.57E+22,-8.25E+40,9.57E+25,-8.25E+46,9.57E+28,-8.25E+52,9.57E+31,-8.25E+58,9.57E+34,-8.25E+64,9.57E+37,-8.25E+70,9.57E+40,-8.25E+76,9.57E+43,-8.25E+82,9.57E+46,-8.25E+88,9.57E+49,-8.25E+94,9.57E+52,-8.25E+100,9.57E+55,-8.25E+106
85.75,-8.30E-02,85750,-8.30E+04,85750000,-8.30E+10,85750000000,-8.30E+16,8.575E+13,-8.30E+22,8.575E+16,-8.30E+28,8.575E+19,-8.30E+34,8.575E+22,-8.30E+40,8.575E+25,-8.30E+46,8.575E+28,-8.30E+52,8.575E+31,-8.30E+58,8.575E+34,-8.30E+64,8.575E+37,-8.30E+70,8.575E+40,-8.30E+76,8.575E+43,-8.30E+82,8.575E+46,-8.30E+88,8.575E+49,-8.30E+94,8.575E+52,-8.30E+100,8.575E+55,-8.30E+106
75.84,-8.36E-02,75840,-8.36E+04,75840000,-8.36E+10,75840000000,-8.36E+16,7.584E+13,-8.36E+22,7.584E+16,-8.36E+28,7.584E+19,-8.36E+34,7.584E+22,-8.36E+40,7.584E+25,-8.36E+46,7.584E+28,-8.36E+52,7.584E+31,-8.36E+58,7.584E+34,-8.36E+64,7.584E+37,-8.36E+70,7.584E+40,-8.36E+76,7.584E+43,-8.36E+82,7.584E+46,-8.36E+88,7.584E+49,-8.36E+94,7.584E+52,-8.36E+100,7.584E+55,-8.36E+106
65.92,-8.42E-02,65920,-8.42E+04,65920000,-8.42E+10,65920000000,-8.42E+16,6.592E+13,-8.42E+22,6.592E+16,-8.42E+28,6.592E+19,-8.42E+34,6.592E+22,-8.42E+40,6.592E+25,-8.42E+46,6.592E+28,-8.42E+52,6.592E+31,-8.42E+58,6.592E+34,-8.42E+64,6.592E+37,-8.42E+70,6.592E+40,-8.42E+76,6.592E+43,-8.42E+82,6.592E+46,-8.42E+88,6.592E+49,-8.42E+94,6.592E+52,-8.42E+100,6.592E+55,-8.42E+106
55.97,-8.47E-02,55970,-8.47E+04,55970000,-8.47E+10,55970000000,-8.47E+16,5.597E+13,-8.47E+22,5.597E+16,-8.47E+28,5.597E+19,-8.47E+34,5.597E+22,-8.47E+40,5.597E+25,-8.47E+46,5.597E+28,-8.47E+52,5.597E+31,-8.47E+58,5.597E+34,-8.47E+64,5.597E+37,-8.47E+70,5.597E+40,-8.47E+76,5.597E+43,-8.47E+82,5.597E+46,-8.47E+88,5.597E+49,-8.47E+94,5.597E+52,-8.47E+100,5.597E+55,-8.47E+106
46.05,-8.52E-02,46050,-8.52E+04,46050000,-8.52E+10,46050000000,-8.52E+16,4.605E+13,-8.52E+22,4.605E+16,-8.52E+28,4.605E+19,-8.52E+34,4.605E+22,-8.52E+40,4.605E+25,-8.52E+46,4.605E+28,-8.52E+52,4.605E+31,-8.52E+58,4.605E+34,-8.52E+64,4.605E+37,-8.52E+70,4.605E+40,-8.52E+76,4.605E+43,-8.52E+82,4.605E+46,-8.52E+88,4.605E+49,-8.52E+94,4.605E+52,-8.52E+100,4.605E+55,-8.52E+106
36.1,-8.60E-02,36100,-8.60E+04,36100000,-8.60E+10,36100000000,-8.60E+16,3.61E+13,-8.60E+22,3.61E+16,-8.60E+28,3.61E+19,-8.60E+34,3.61E+22,-8.60E+40,3.61E+25,-8.60E+46,3.61E+28,-8.60E+52,3.61E+31,-8.60E+58,3.61E+34,-8.60E+64,3.61E+37,-8.60E+70,3.61E+40,-8.60E+76,3.61E+43,-8.60E+82,3.61E+46,-8.60E+88,3.61E+49,-8.60E+94,3.61E+52,-8.60E+100,3.61E+55,-8.60E+106
26.18,-8.65E-02,26180,-8.65E+04,26180000,-8.65E+10,26180000000,-8.65E+16,2.618E+13,-8.65E+22,2.618E+16,-8.65E+28,2.618E+19,-8.65E+34,2.618E+22,-8.65E+40,2.618E+25,-8.65E+46,2.618E+28,-8.65E+52,2.618E+31,-8.65E+58,2.618E+34,-8.65E+64,2.618E+37,-8.65E+70,2.618E+40,-8.65E+76,2.618E+43,-8.65E+82,2.618E+46,-8.65E+88,2.618E+49,-8.65E+94,2.618E+52,-8.65E+100,2.618E+55,-8.65E+106
16.24,-8.72E-02,16240,-8.72E+04,16240000,-8.72E+10,16240000000,-8.72E+16,1.624E+13,-8.72E+22,1.624E+16,-8.72E+28,1.624E+19,-8.72E+34,1.624E+22,-8.72E+40,1.624E+25,-8.72E+46,1.624E+28,-8.72E+52,1.624E+31,-8.72E+58,1.624E+34,-8.72E+64,1.624E+37,-8.72E+70,1.624E+40,-8.72E+76,1.624E+43,-8.72E+82,1.624E+46,-8.72E+88,1.624E+49,-8.72E+94,1.624E+52,-8.72E+100,1.624E+55,-8.72E+106
6.32,-8.80E-02,6320,-8.80E+04,6320000,-8.80E+10,6320000000,-8.80E+16,6.32E+12,-8.80E+22,6.32E+15,-8.80E+28,6.32E+18,-8.80E+34,6.32E+21,-8.80E+40,6.32E+24,-8.80E+46,6.32E+27,-8.80E+52,6.32E+30,-8.80E+58,6.32E+33,-8.80E+64,6.32E+36,-8.80E+70,6.32E+39,-8.80E+76,6.32E+42,-8.80E+82,6.32E+45,-8.80E+88,6.32E+48,-8.80E+94,6.32E+51,-8.80E+100,6.32E+54,-8.80E+106
-3.6,-8.84E-02,-3600,-8.84E+04,-3600000,-8.84E+10,-3600000000,-8.84E+16,-3.6E+12,-8.84E+22,-3.6E+15,-8.84E+28,-3.6E+18,-8.84E+34,-3.6E+21,-8.84E+40,-3.6E+24,-8.84E+46,-3.6E+27,-8.84E+52,-3.6E+30,-8.84E+58,-3.6E+33,-8.84E+64,-3.6E+36,-8.84E+70,-3.6E+39,-8.84E+76,-3.6E+42,-8.84E+82,-3.6E+45,-8.84E+88,-3.6E+48,-8.84E+94,-3.6E+51,-8.84E+100,-3.6E+54,-8.84E+106
